38.539419001984726, -121.75868191061245
38.54002701778111, -121.75868904215815
38.54002701778111, -121.75746954784091
38.539430158284155, -121.75753373175237
38.543128881225414, -121.75650456159522
38.54362530928523, -121.76073356822833
38.536239891105275, -121.75537777738113
38.538169990496385, -121.75458617579237
38.53931910021869, -121.7534736546417
38.53424286370621, -121.75265180433823
38.534820265434384, -121.75000854009066
38.53683288662912, -121.7485603687227
38.538559516786016, -121.74725279651082
38.539400821540035, -121.7477378636158
38.53910389157399, -121.74959377253914
38.540885453027606, -121.74719655683705
38.54207863461617, -121.7484830391613
38.543607197808676, -121.74711219732947
38.543354272333694, -121.74965704215322
38.54243603541487, -121.75287676299195
